seats_count,total_amount,bookings_last_1min,bookings_last_10min,same_device_flag,duplicate_route_flag,account_age_days,night_booking_flag,cancellation_history_ratio,label
4,15476.0,1,6,0,0,176,0,0.251,0
2,6921.0,1,2,0,0,174,0,0.07,0
3,7818.0,0,2,0,0,103,0,0.217,0
3,7396.0,2,2,1,0,29,0,0.097,1
5,17464.0,1,2,0,0,174,1,0.08,0
2,4475.0,0,3,1,0,18,0,0.256,1
2,8159.0,1,5,0,0,83,0,0.303,0
2,6670.0,0,5,0,1,193,0,0.392,0
10,37284.0,0,4,0,0,115,0,0.327,1
1,2973.0,0,3,0,0,61,0,0.577,0
4,10739.0,3,6,0,0,104,0,0.252,0
4,11945.0,3,3,0,0,25,0,0.159,0
7,19201.0,1,2,0,0,20,0,0.128,0
2,5691.0,0,5,0,0,1,0,0.188,0
2,7204.0,1,2,0,1,19,0,0.077,0
2,6264.0,0,3,0,0,99,0,0.193,0
2,5252.0,0,1,0,0,152,0,0.369,0
8,24072.0,0,2,0,0,10,0,0.364,0
1,3314.0,3,5,0,0,116,1,0.182,0
2,6152.0,0,0,0,0,56,0,0.035,0
1,3257.0,0,3,0,0,21,0,0.346,0
3,10709.0,0,2,0,0,88,0,0.169,0
3,12862.0,0,3,0,0,54,0,0.128,0
1,4018.0,0,2,0,0,3,0,0.231,0
1,2891.0,3,7,0,0,145,0,0.051,1
3,7104.0,0,3,0,0,55,0,0.162,0
2,5625.0,0,1,0,0,29,0,0.583,0
1,3542.0,0,1,0,0,63,0,0.312,0
1,4398.0,0,2,0,0,89,0,0.54,0
6,21377.0,2,3,0,0,40,0,0.155,0
5,16579.0,0,3,0,0,67,0,0.238,0
9,36447.0,1,3,0,0,45,0,0.016,1
5,17761.0,0,1,0,0,44,0,0.227,0
2,6522.0,0,0,0,0,63,0,0.046,0
4,17227.0,3,5,0,0,102,0,0.395,0
2,7679.0,1,3,0,0,98,0,0.159,0
1,4236.0,2,2,0,0,177,0,0.292,0
2,8569.0,1,3,0,0,91,0,0.261,0
2,8129.0,0,1,1,0,74,0,0.119,0
4,15737.0,0,3,1,0,24,0,0.289,1
2,7529.0,1,1,0,0,123,0,0.384,0
3,8195.0,0,1,0,0,99,0,0.398,0
2,5809.0,2,3,0,0,121,0,0.066,0
2,7637.0,0,2,0,0,112,0,0.307,0
6,16546.0,0,1,0,1,214,0,0.136,0
1,3036.0,2,3,0,0,67,0,0.198,0
3,8806.0,0,3,1,0,59,1,0.211,0
6,20496.0,1,4,0,1,100,0,0.458,0
2,5645.0,0,3,0,0,60,0,0.057,0
1,3042.0,0,5,0,0,156,0,0.177,0
6,15768.0,2,4,0,0,63,0,0.061,0
6,16158.0,0,1,0,0,46,0,0.162,0
1,2848.0,0,1,0,0,43,0,0.476,0
1,2723.0,1,3,0,1,197,0,0.031,0
1,3955.0,0,1,0,0,17,0,0.265,0
3,10250.0,0,3,0,0,18,0,0.128,0
5,16654.0,0,1,0,0,53,0,0.152,0
7,26892.0,1,2,0,0,91,0,0.04,0
3,8134.0,1,2,1,0,40,1,0.145,0
2,7715.0,0,1,0,0,105,0,0.33,1
2,4978.0,2,3,0,0,91,0,0.165,0
6,14386.0,0,5,0,0,64,0,0.212,0
2,5051.0,0,4,0,0,157,0,0.067,0
6,20346.0,0,2,0,0,55,0,0.198,0
7,22393.0,0,1,0,0,26,0,0.072,0
1,3125.0,0,2,0,1,29,0,0.296,0
2,6180.0,0,2,0,0,0,0,0.391,0
3,7758.0,0,0,0,0,61,0,0.233,0
2,5757.0,0,2,1,0,60,0,0.354,0
2,5822.0,0,1,0,0,265,0,0.051,0
2,5639.0,1,6,0,0,41,1,0.464,0
3,10858.0,1,3,0,0,82,0,0.406,0
1,4028.0,3,4,0,1,20,0,0.148,0
4,11310.0,0,4,0,0,30,1,0.238,0
1,2513.0,0,1,0,0,40,0,0.172,0
3,11836.0,0,2,1,0,26,0,0.125,0
1,4112.0,0,4,0,0,238,1,0.192,0
1,4725.0,1,4,0,0,59,0,0.118,0
4,16103.0,0,1,0,0,116,0,0.232,0
1,3355.0,0,4,0,0,81,0,0.172,0
6,18001.0,0,2,0,0,162,1,0.212,0
2,6859.0,0,1,0,0,38,0,0.163,0
2,4529.0,1,2,0,0,108,0,0.107,0
6,20778.0,1,2,1,0,120,0,0.105,0
2,6409.0,2,5,0,0,38,0,0.138,1
3,9295.0,0,0,0,0,64,0,0.166,0
3,6757.0,1,3,0,0,69,0,0.154,0
3,11130.0,3,4,0,0,199,0,0.299,0
3,12088.0,0,2,0,1,29,0,0.083,0
3,8865.0,0,3,0,0,62,1,0.326,0
6,15120.0,0,4,0,0,22,1,0.42,0
2,6372.0,1,2,0,0,18,0,0.27,0
2,8062.0,0,1,0,0,83,0,0.215,0
2,5353.0,0,1,0,0,107,0,0.157,0
7,17661.0,1,2,0,0,113,0,0.11,0
4,16321.0,0,2,0,0,103,0,0.242,0
1,3593.0,1,5,0,0,38,0,0.087,0
6,17803.0,1,6,0,1,0,0,0.238,1
4,11821.0,1,4,0,0,133,0,0.087,1
3,9549.0,4,6,0,0,67,0,0.106,0
3,7633.0,0,3,0,0,272,0,0.232,0
1,4531.0,0,1,0,0,210,0,0.049,0
1,3062.0,0,1,0,0,1,0,0.169,0
1,2400.0,1,4,0,0,147,0,0.212,0
5,21257.0,0,0,0,0,101,0,0.15,1
1,2867.0,0,0,0,0,85,0,0.214,0
2,6403.0,0,1,0,0,128,0,0.069,0
4,12198.0,3,8,0,1,24,0,0.193,1
6,17175.0,1,1,0,1,137,0,0.28,0
1,3767.0,0,0,0,0,50,0,0.292,0
2,6278.0,1,1,0,0,134,0,0.447,0
1,1994.0,0,0,0,1,6,0,0.24,0
1,3502.0,0,1,0,0,74,0,0.099,0
3,9082.0,0,0,0,0,82,0,0.263,0
1,4014.0,0,1,0,1,46,0,0.391,0
8,29733.0,0,3,0,0,93,0,0.268,0
8,31327.0,0,1,0,0,54,0,0.551,1
2,7087.0,1,3,0,0,135,1,0.082,0
2,6436.0,2,4,0,0,75,1,0.338,0
5,10660.0,0,1,0,0,47,0,0.166,0
2,5454.0,0,1,0,0,37,0,0.177,0
2,8965.0,0,0,0,0,74,0,0.247,0
2,6230.0,2,3,0,0,54,0,0.08,0
1,4003.0,0,2,0,0,284,0,0.068,0
3,9458.0,0,4,0,0,117,0,0.149,0
2,6233.0,3,3,0,0,159,1,0.151,1
4,9914.0,0,3,0,0,160,0,0.112,0
6,19253.0,0,4,0,0,233,0,0.208,0
8,27744.0,0,1,0,0,3,0,0.128,0
6,24553.0,0,3,0,0,21,1,0.164,0
2,8962.0,0,2,0,1,44,0,0.055,0
2,4954.0,1,2,0,0,29,0,0.347,0
1,3860.0,0,0,0,0,57,0,0.52,1
4,14267.0,0,1,0,0,56,0,0.121,0
2,8478.0,2,4,0,0,91,0,0.179,0
7,29265.0,3,5,0,0,88,0,0.241,1
2,6849.0,0,1,1,0,64,0,0.057,0
1,2740.0,1,5,0,1,10,0,0.089,0
1,4093.0,0,3,0,0,139,0,0.237,0
1,3923.0,0,5,0,1,145,0,0.334,0
2,6667.0,1,2,0,0,197,1,0.038,0
5,15788.0,0,0,0,0,95,0,0.226,0
3,11191.0,3,4,0,0,11,0,0.153,0
2,8485.0,0,0,0,0,85,0,0.296,1
1,2624.0,4,5,0,0,10,0,0.152,1
4,12491.0,0,4,0,0,170,0,0.236,0
2,5576.0,0,3,0,0,68,0,0.13,0
2,5257.0,1,2,0,1,134,1,0.231,0
3,7226.0,0,3,0,0,193,0,0.186,0
9,19555.0,0,3,0,0,130,1,0.234,0
6,18372.0,1,5,0,0,39,1,0.063,0
4,13304.0,0,2,0,1,86,0,0.352,0
4,14352.0,0,0,0,0,111,1,0.117,0
2,6156.0,0,0,0,0,20,0,0.143,0
1,2848.0,0,2,0,0,124,0,0.172,0
2,8433.0,0,1,0,1,34,0,0.219,0
2,5644.0,2,2,0,1,177,0,0.124,0
7,21104.0,0,2,0,0,169,0,0.234,0
1,3371.0,0,2,1,0,8,0,0.224,0
4,17034.0,0,0,0,0,67,1,0.084,0
2,6263.0,0,5,0,0,217,0,0.174,1
2,8176.0,0,2,0,0,82,0,0.219,0
3,12261.0,0,2,0,1,30,0,0.314,0
3,6859.0,1,1,0,0,125,0,0.061,0
1,4052.0,0,1,0,0,119,0,0.265,0
2,4792.0,1,3,0,0,101,1,0.145,0
3,10383.0,0,2,0,0,11,1,0.167,0
3,12179.0,0,3,0,0,143,0,0.293,0
7,20179.0,0,1,0,0,5,0,0.156,0
4,10908.0,1,1,0,0,78,0,0.31,0
1,3542.0,0,2,0,0,15,0,0.191,0
3,9776.0,1,3,0,1,51,0,0.048,0
2,5383.0,0,1,1,0,23,0,0.261,1
2,4449.0,0,1,0,0,5,0,0.186,0
2,6863.0,0,3,0,0,68,0,0.315,0
4,10894.0,0,1,0,0,8,0,0.328,0
7,18018.0,0,1,0,1,1,1,0.049,0
10,33782.0,0,1,0,0,88,0,0.209,0
4,10285.0,1,2,0,0,56,0,0.095,0
1,3109.0,0,3,0,1,140,0,0.29,0
2,6578.0,0,3,0,0,58,1,0.224,0
4,11892.0,1,5,0,0,9,0,0.214,0
10,24095.0,0,1,0,0,49,0,0.124,0
3,12067.0,1,3,0,0,184,0,0.439,0
2,8039.0,0,2,0,0,144,0,0.214,0
1,2255.0,1,5,0,0,54,0,0.097,0
4,15274.0,0,0,0,0,0,0,0.079,0
3,11901.0,4,6,0,0,118,0,0.179,0
1,2904.0,0,0,0,0,49,0,0.147,0
3,7950.0,0,0,0,0,126,0,0.13,0
3,12344.0,0,1,0,0,44,0,0.445,0
8,28304.0,0,1,0,1,18,0,0.251,0
5,16697.0,0,5,0,0,57,0,0.336,0
4,10733.0,0,3,0,0,78,0,0.316,0
1,3195.0,2,3,0,0,103,0,0.152,0
6,13259.0,0,3,0,0,161,0,0.051,0
1,3439.0,0,2,0,0,185,0,0.135,0
2,7736.0,1,5,0,0,128,0,0.125,0
1,3665.0,0,1,0,0,87,0,0.12,0
3,10249.0,0,2,0,0,136,0,0.221,0
1,3486.0,0,0,0,0,55,0,0.134,0
1,3733.0,1,4,0,0,28,0,0.142,1
2,7540.0,0,3,0,0,126,1,0.252,0
2,5630.0,1,2,0,0,259,0,0.22,0
10,32467.0,2,7,0,0,98,0,0.37,0
8,24184.0,1,1,0,0,0,0,0.097,0
4,12807.0,0,2,0,0,9,0,0.159,0
5,17102.0,1,6,0,0,23,0,0.315,0
1,3212.0,2,7,0,1,156,0,0.39,1
1,2678.0,1,1,0,0,132,0,0.265,0
1,2892.0,0,4,0,0,7,1,0.134,0
4,15604.0,2,3,1,0,118,0,0.187,0
2,4316.0,0,3,0,0,61,0,0.111,0
1,3462.0,1,3,0,0,107,0,0.365,1
2,8410.0,0,0,0,0,19,1,0.053,0
1,3166.0,1,2,1,0,236,0,0.363,0
3,7660.0,0,2,0,0,36,0,0.293,0
1,2971.0,0,0,0,0,103,0,0.05,0
3,7761.0,0,2,0,0,86,0,0.199,0
3,6770.0,1,5,0,0,30,0,0.109,0
1,3914.0,2,3,0,0,44,0,0.232,0
1,2882.0,0,1,0,0,146,0,0.187,0
1,4444.0,0,2,1,0,56,0,0.048,0
3,7338.0,1,1,0,0,109,0,0.155,1
1,3482.0,0,1,0,0,42,0,0.264,0
6,23408.0,2,5,0,0,4,0,0.18,0
4,11211.0,1,4,0,0,221,0,0.151,0
2,5373.0,0,1,0,0,111,0,0.031,0
1,3786.0,0,0,1,0,143,0,0.146,0
7,24916.0,0,2,0,0,93,0,0.142,0
1,2705.0,0,1,0,0,129,0,0.143,0
2,8784.0,0,2,0,0,22,0,0.107,0
5,18775.0,0,1,0,0,152,1,0.234,0
2,8016.0,2,4,0,0,7,0,0.322,0
4,12524.0,0,1,0,0,46,0,0.073,0
5,20672.0,0,1,0,0,80,0,0.11,0
3,11731.0,0,1,1,0,118,0,0.07,0
2,6647.0,0,5,0,0,6,0,0.602,1
2,4289.0,0,0,0,0,14,0,0.432,0
5,15912.0,0,5,0,0,165,0,0.094,1
3,9053.0,2,5,0,0,7,1,0.444,0
9,37126.0,0,2,0,0,0,0,0.332,0
1,3344.0,0,2,0,0,33,0,0.292,0
4,11909.0,0,0,0,0,94,0,0.032,0
2,6377.0,3,7,0,0,68,0,0.028,1
5,16566.0,3,5,0,0,114,0,0.065,0
1,2692.0,1,3,0,0,55,1,0.326,0
4,11547.0,1,2,0,0,208,0,0.105,1
1,2866.0,0,2,0,0,22,0,0.195,0
4,11509.0,0,3,0,0,145,0,0.195,0
7,23223.0,0,0,0,0,3,0,0.292,1
2,4993.0,0,2,0,0,25,0,0.168,0
3,9697.0,1,1,0,0,137,0,0.156,0
1,4951.0,2,3,0,0,149,0,0.199,0
2,7244.0,0,0,0,0,241,1,0.106,1
8,28775.0,0,0,0,0,275,0,0.132,0
5,19311.0,1,4,0,0,139,0,0.212,0
9,20828.0,0,5,0,0,29,0,0.096,0
1,2727.0,2,3,0,0,162,0,0.347,0
1,4445.0,0,1,0,0,137,1,0.245,0
1,3941.0,0,5,0,0,58,0,0.069,0
2,5547.0,0,3,0,0,194,0,0.128,0
3,11357.0,0,1,0,0,40,0,0.077,0
9,35106.0,0,0,0,0,97,0,0.145,1
4,16709.0,0,1,0,0,105,1,0.177,0
6,16391.0,0,2,0,0,129,0,0.209,0
4,13782.0,0,3,0,0,99,0,0.289,0
1,2142.0,0,1,0,0,63,0,0.098,0
3,8531.0,1,1,0,0,88,0,0.125,0
2,7690.0,0,1,0,0,191,0,0.294,0
5,18621.0,0,2,0,0,180,0,0.109,0
8,30102.0,0,0,0,0,62,0,0.106,0
1,3061.0,3,4,0,0,93,0,0.161,0
8,24984.0,1,5,0,0,125,0,0.093,0
2,6446.0,0,0,0,0,101,0,0.08,0
1,3197.0,0,5,0,0,101,0,0.448,0
4,11305.0,0,1,0,0,68,0,0.04,0
2,4850.0,2,4,0,0,97,0,0.222,1
6,17151.0,0,5,0,0,79,0,0.04,0
1,3290.0,0,0,0,0,55,0,0.213,1
6,20364.0,3,5,0,0,27,0,0.042,0
3,7116.0,0,2,0,0,78,1,0.054,0
8,22784.0,0,1,0,0,9,0,0.253,0
6,19396.0,0,0,1,0,164,0,0.127,0
8,22378.0,2,4,0,0,76,0,0.421,0
10,37833.0,1,5,0,0,11,0,0.326,0
4,10615.0,0,0,0,0,126,0,0.604,0
1,3970.0,0,0,0,0,55,0,0.096,0
3,9546.0,1,2,1,0,220,0,0.263,1
8,25868.0,1,3,0,0,57,0,0.446,0
2,6482.0,0,1,0,0,50,0,0.21,0
4,15566.0,0,0,0,0,81,0,0.127,0
1,3264.0,2,3,0,0,1,0,0.374,0
6,13702.0,1,4,0,0,143,0,0.311,0
3,9817.0,1,2,0,0,181,0,0.105,0
8,26912.0,0,1,0,1,51,0,0.284,0
5,15731.0,0,0,0,0,61,0,0.126,0
2,6459.0,1,4,0,0,99,0,0.102,0
3,11324.0,0,1,0,1,61,0,0.335,0
9,28332.0,1,5,0,0,82,0,0.023,1
2,7833.0,1,2,0,0,127,0,0.326,0
3,9641.0,2,3,0,0,58,0,0.104,0
3,12443.0,0,4,0,0,122,0,0.276,0
3,11267.0,2,4,0,0,168,0,0.327,0
4,12787.0,1,1,0,0,72,0,0.259,0
8,27795.0,1,2,0,0,77,0,0.223,0
3,7196.0,1,2,0,1,70,0,0.172,0
1,2231.0,0,4,0,0,7,1,0.108,1
2,5044.0,1,3,0,0,163,1,0.21,0
1,3321.0,0,0,0,0,103,0,0.511,0
1,3469.0,1,3,0,0,87,0,0.129,0
2,7442.0,1,1,0,0,66,0,0.056,0
2,5033.0,0,2,0,0,169,0,0.289,0
2,8016.0,1,5,0,1,107,0,0.287,0
2,6594.0,0,0,0,0,72,0,0.156,0
1,2322.0,0,0,0,1,139,1,0.313,0
1,3082.0,0,2,0,1,73,0,0.154,0
1,1911.0,1,4,0,0,197,0,0.359,0
1,4522.0,0,1,0,1,111,0,0.063,0
5,21607.0,2,2,0,0,96,0,0.396,1
8,21887.0,0,0,0,0,43,1,0.082,0
3,9364.0,3,7,0,0,171,1,0.156,0
2,7127.0,0,0,0,0,32,0,0.232,0
1,3448.0,1,4,0,0,22,0,0.548,0
3,11380.0,0,1,0,0,144,0,0.143,0
8,31731.0,0,3,0,0,123,0,0.291,1
1,2625.0,0,2,0,0,77,0,0.398,0
1,3567.0,0,1,0,0,33,1,0.113,0
3,9772.0,0,0,0,0,125,0,0.091,0
8,29831.0,2,2,0,0,36,0,0.149,0
2,6166.0,1,3,0,0,151,0,0.109,0
2,6981.0,0,1,0,0,154,0,0.239,0
4,14888.0,0,3,0,0,86,0,0.22,0
1,2874.0,0,0,0,0,71,0,0.274,0
2,8791.0,0,0,0,0,21,1,0.248,0
1,4034.0,0,4,0,1,2,0,0.265,1
3,7465.0,0,3,0,0,0,0,0.137,0
3,9582.0,0,1,0,0,7,0,0.127,1
2,8039.0,0,0,0,0,30,0,0.007,0
4,15524.0,0,2,0,0,151,0,0.167,0
6,20670.0,2,4,0,0,250,0,0.245,1
2,4820.0,0,1,0,0,94,0,0.526,1
4,13872.0,0,3,0,0,62,0,0.209,0
1,3688.0,0,2,0,1,129,0,0.308,0
1,4068.0,0,4,0,0,24,0,0.251,0
1,2951.0,0,0,0,0,126,0,0.373,0
3,12471.0,0,1,0,0,87,0,0.046,0
1,4511.0,0,0,0,0,170,0,0.302,0
1,5077.0,1,1,0,0,112,0,0.26,0
2,7749.0,0,0,0,0,216,0,0.134,0
2,7940.0,0,5,0,0,91,0,0.163,0
5,17217.0,0,2,0,0,172,0,0.158,0
7,22519.0,1,2,0,0,97,0,0.255,0
2,8690.0,0,4,0,0,32,0,0.274,1
2,4769.0,0,0,0,0,61,0,0.07,0
9,30626.0,0,3,0,0,240,0,0.296,0
1,2792.0,0,1,0,0,49,0,0.246,0
5,13576.0,0,5,0,0,9,0,0.167,0
2,8465.0,0,5,0,0,163,0,0.06,0
2,6930.0,3,4,0,0,74,0,0.209,0
3,9081.0,2,5,0,0,11,0,0.216,0
6,21469.0,0,1,0,0,81,0,0.215,0
1,2932.0,1,6,0,0,65,0,0.32,1
3,8517.0,0,3,0,0,95,0,0.146,0
3,7211.0,1,3,0,1,27,0,0.089,0
4,13111.0,0,2,0,0,16,0,0.119,0
3,12445.0,1,5,0,0,29,0,0.27,0
1,3690.0,0,1,0,0,73,0,0.168,0
1,4086.0,0,0,0,0,78,0,0.217,0
2,5356.0,1,5,0,0,133,0,0.143,0
2,7663.0,2,4,0,0,24,0,0.069,0
1,2268.0,1,1,0,0,123,0,0.155,0
3,9608.0,0,1,0,0,152,0,0.135,0
2,6292.0,0,3,0,0,99,0,0.323,0
3,9959.0,0,5,0,1,19,0,0.121,0
8,18292.0,0,2,0,0,189,0,0.274,0
2,8075.0,1,6,0,1,70,0,0.521,0
1,3622.0,0,1,0,0,162,0,0.318,0
1,3210.0,1,1,0,0,41,0,0.115,0
2,6015.0,0,0,0,1,145,0,0.109,0
5,19894.0,0,1,0,0,189,0,0.177,0
3,10298.0,0,1,0,0,19,0,0.16,0
5,19955.0,0,1,0,0,25,0,0.097,0
3,8103.0,2,3,0,0,113,0,0.125,0
3,10650.0,1,2,0,0,35,0,0.23,0
1,3650.0,0,2,0,0,113,0,0.074,0
1,2962.0,0,1,0,0,131,0,0.124,0
2,5032.0,0,2,0,0,0,1,0.347,1
2,6762.0,1,2,0,0,20,0,0.208,0
4,14423.0,0,1,0,0,81,0,0.093,0
2,5247.0,0,1,0,0,146,0,0.028,1
2,4890.0,0,3,0,0,129,1,0.214,0
4,8687.0,0,1,0,0,72,0,0.367,0
3,9662.0,0,0,0,0,168,0,0.076,0
7,24367.0,0,4,0,0,150,0,0.125,0
6,18135.0,0,0,0,0,55,1,0.291,0
3,7995.0,0,2,0,0,97,0,0.084,0
3,10419.0,0,1,0,0,106,0,0.198,0
6,21402.0,0,3,0,0,60,0,0.237,0
1,2891.0,0,1,0,0,76,0,0.564,0
2,4737.0,0,0,0,0,153,0,0.321,1
1,3353.0,1,4,0,0,13,0,0.315,0
2,4698.0,0,2,0,1,131,0,0.24,1
1,3713.0,0,4,0,0,55,1,0.081,0
3,12156.0,3,3,0,0,119,1,0.281,0
5,13679.0,3,4,0,0,79,0,0.161,0
8,23371.0,0,5,0,1,90,1,0.157,1
7,20125.0,0,5,0,0,32,0,0.086,0
7,27144.0,3,4,0,0,61,0,0.176,0
1,3174.0,0,2,0,0,105,0,0.057,0
4,12022.0,1,2,0,0,110,0,0.231,0
3,7573.0,0,3,0,0,110,0,0.179,0
3,12029.0,1,4,0,0,243,0,0.038,0
6,18912.0,0,4,0,0,59,0,0.157,0
1,3363.0,0,3,0,0,182,0,0.052,0
2,4874.0,2,3,0,0,194,0,0.275,0
2,6113.0,1,4,0,0,99,0,0.23,0
8,22560.0,1,4,0,0,91,0,0.343,0
4,15633.0,1,4,0,0,138,0,0.116,0
3,10519.0,0,1,0,0,257,0,0.095,0
1,3500.0,0,1,0,0,101,0,0.236,0
1,3053.0,1,2,0,0,44,0,0.612,0
4,16749.0,1,3,0,0,220,0,0.164,0
1,3833.0,0,4,0,0,89,0,0.283,1
3,11332.0,0,1,0,0,15,0,0.188,0
6,16008.0,1,5,0,0,38,0,0.091,0
1,2849.0,0,1,0,0,60,0,0.224,0
1,2196.0,1,1,0,0,40,0,0.256,0
5,16437.0,1,1,0,0,31,0,0.232,0
3,9724.0,1,2,0,0,238,0,0.491,0
1,3799.0,0,3,0,0,42,0,0.349,0
2,5528.0,0,5,0,0,228,0,0.131,0
1,3303.0,0,1,0,0,112,0,0.086,0
3,9526.0,0,1,0,0,212,0,0.2,0
3,7399.0,0,1,0,0,16,1,0.126,0
3,12115.0,2,3,0,0,118,0,0.144,0
1,2662.0,3,3,0,0,146,1,0.082,0
4,16206.0,0,4,0,0,22,1,0.228,0
1,4317.0,0,1,0,0,192,0,0.139,0
2,7584.0,0,1,0,0,204,0,0.275,0
2,5108.0,3,3,0,0,73,0,0.202,0
1,2636.0,0,0,0,0,178,0,0.06,0
5,14792.0,0,0,0,0,148,0,0.217,0
1,3588.0,0,0,0,0,32,1,0.237,0
3,8647.0,1,3,0,0,77,0,0.077,0
4,15483.0,0,1,0,0,120,0,0.092,1
3,10710.0,0,5,1,0,175,0,0.229,1
2,7529.0,0,2,0,1,109,0,0.169,0
2,7804.0,0,4,0,0,116,0,0.03,0
1,3930.0,0,0,0,0,32,0,0.299,0
1,3417.0,0,4,0,0,13,0,0.099,0
1,4413.0,0,3,0,0,20,0,0.242,0
1,3168.0,1,1,0,0,140,0,0.214,0
3,7823.0,2,5,0,0,94,0,0.027,0
1,2629.0,1,2,0,0,64,0,0.051,0
5,15674.0,1,4,0,0,88,1,0.175,0
2,5710.0,2,5,0,0,6,0,0.063,1
3,6242.0,0,2,0,1,114,0,0.223,0
1,2880.0,2,5,0,1,56,0,0.085,0
2,6234.0,0,1,0,0,207,0,0.14,0
1,3217.0,1,3,0,0,136,1,0.324,0
2,6133.0,0,2,0,0,165,0,0.068,0
1,2832.0,1,1,0,0,17,1,0.171,0
8,20640.0,0,0,0,0,61,1,0.432,0
2,5697.0,0,1,0,0,10,0,0.2,0
1,3940.0,3,3,0,0,14,0,0.293,0
3,12148.0,0,4,0,0,142,0,0.061,1
3,9473.0,0,0,1,0,49,0,0.259,1
2,6189.0,0,0,0,0,105,0,0.083,0
2,4661.0,0,2,0,0,22,0,0.302,0
3,9782.0,0,0,0,0,105,0,0.188,0
1,2947.0,3,8,0,0,78,0,0.28,1
1,3739.0,0,1,0,0,170,0,0.317,0
7,18256.0,4,7,0,0,121,0,0.02,0
3,11743.0,1,5,0,0,58,0,0.216,1
6,14336.0,0,1,0,0,27,0,0.218,0
2,6168.0,0,3,1,0,74,1,0.036,0
5,17957.0,0,0,0,0,46,0,0.145,0
6,17292.0,1,6,0,0,21,0,0.122,0
2,8517.0,0,3,0,1,174,0,0.363,0
1,2513.0,0,0,0,0,270,0,0.237,0
5,13456.0,1,3,0,0,148,0,0.038,0
5,17960.0,0,4,0,0,21,0,0.332,0
5,20890.0,0,0,0,0,41,0,0.215,0
3,7602.0,1,1,0,1,120,0,0.127,0
2,6352.0,0,0,0,0,7,0,0.286,0
2,8380.0,0,2,0,0,50,0,0.548,0
4,16940.0,0,0,0,0,45,0,0.093,1
3,8593.0,1,1,0,0,132,0,0.148,0
9,36697.0,0,1,0,0,177,1,0.266,1
1,4218.0,1,2,0,0,101,0,0.32,0
1,3668.0,0,1,0,0,61,0,0.215,0
1,4026.0,0,3,1,0,153,0,0.084,0
2,6122.0,0,5,0,0,60,0,0.101,0
3,12494.0,0,4,0,1,106,1,0.251,0
2,4138.0,2,4,0,0,101,0,0.01,0
3,10666.0,0,2,0,0,99,0,0.251,0
2,9004.0,0,0,0,0,119,0,0.047,0
6,22919.0,0,1,0,1,117,0,0.126,0
2,7511.0,0,3,0,0,151,1,0.273,1
5,21210.0,0,3,0,0,61,0,0.065,0
3,10194.0,0,3,0,0,127,0,0.339,0
2,6529.0,2,2,0,0,50,0,0.041,0
4,12368.0,0,2,0,0,97,1,0.122,0
1,2389.0,0,0,0,0,13,0,0.192,0
1,2268.0,1,3,0,0,65,0,0.068,0
7,20683.0,2,3,0,0,28,0,0.141,1
1,4280.0,0,5,0,0,24,0,0.25,0
4,16143.0,0,1,0,0,103,1,0.102,0
3,10627.0,1,4,0,0,8,0,0.103,0
2,5353.0,1,3,0,0,106,0,0.055,0
1,2931.0,0,4,0,0,119,0,0.108,0
1,3082.0,0,4,0,1,25,1,0.057,0
2,8488.0,0,0,0,0,168,0,0.261,0
2,5676.0,3,6,0,0,18,0,0.058,0
1,3996.0,2,5,0,1,35,0,0.337,0
2,7842.0,3,5,0,0,87,0,0.11,1
2,4182.0,0,3,0,0,190,0,0.268,0
1,4394.0,0,1,0,0,7,0,0.291,0
2,6540.0,1,1,0,0,48,0,0.437,0
4,12713.0,0,4,0,0,123,1,0.033,0
2,8487.0,0,1,0,0,7,0,0.136,0
2,4753.0,0,5,0,0,284,0,0.192,0
2,7785.0,1,5,0,1,107,0,0.46,0
2,5058.0,0,0,0,0,191,0,0.188,0
3,6950.0,0,3,0,0,162,0,0.364,0
2,7313.0,0,2,0,0,45,0,0.191,0
8,24976.0,0,2,0,0,11,0,0.297,0
8,29120.0,1,4,0,0,115,1,0.374,0
1,4379.0,0,3,0,0,89,0,0.191,0
7,25880.0,1,5,0,0,74,0,0.324,1
8,27627.0,0,5,0,0,19,0,0.164,1
3,12255.0,0,0,0,0,117,0,0.413,0
1,3422.0,0,2,0,0,45,1,0.248,1
2,6061.0,1,2,0,0,120,0,0.161,0
2,5002.0,0,0,0,0,109,0,0.111,0
4,16235.0,0,0,0,0,25,1,0.307,0
1,2472.0,1,2,0,0,2,0,0.314,0
2,7025.0,1,1,0,0,27,0,0.083,0
5,17677.0,2,5,0,0,22,0,0.377,0
6,16050.0,1,5,0,0,56,0,0.13,0
1,4421.0,3,6,0,0,136,0,0.361,0
7,16173.0,0,0,0,0,124,0,0.244,0
2,7571.0,0,3,0,0,62,0,0.217,0
2,5477.0,0,0,0,0,178,1,0.343,0
4,13784.0,1,3,0,0,39,0,0.094,0
1,4696.0,0,5,0,0,25,0,0.049,0
1,3476.0,0,0,0,0,112,0,0.129,0
2,7383.0,1,3,0,0,65,0,0.033,0
2,6258.0,1,1,0,0,3,0,0.376,0
2,5821.0,0,2,0,0,27,0,0.469,0
1,2169.0,0,3,0,0,76,0,0.08,0
4,11713.0,0,4,0,0,10,0,0.114,0
1,2955.0,0,0,0,0,42,0,0.257,0
4,16755.0,0,0,1,0,32,0,0.225,1
3,9171.0,0,3,0,0,89,1,0.145,0
4,9984.0,2,5,0,0,42,0,0.064,0
