seats_count,total_amount,bookings_last_1min,bookings_last_10min,same_device_flag,duplicate_route_flag,account_age_days,night_booking_flag,cancellation_history_ratio,label
7,23709,1,1,1,1,164,0,0.31,0
9,21888,2,3,0,1,52,0,0.67,0
9,35325,3,5,1,0,61,0,0.47,1
1,2407,0,3,0,1,213,1,0.5,0
2,7234,0,6,0,0,290,1,0.91,0
9,28836,4,6,0,0,357,1,0.28,1
5,11390,4,6,1,1,112,1,0.84,1
6,13164,4,3,1,1,91,1,0.01,1
3,10014,0,4,0,0,136,0,0.06,0
4,15204,3,4,0,0,214,0,0.19,0
4,13376,4,6,0,0,99,1,0.97,1
10,37560,0,6,0,1,313,1,0.6,0
7,18816,0,2,1,1,310,1,0.76,1
8,29584,4,5,0,0,19,1,0.98,1
2,7342,2,2,1,0,239,0,0.32,0
6,20880,4,1,0,0,173,0,0.35,0
8,16576,0,2,0,0,231,1,0.4,0
3,7668,4,3,1,1,182,1,0.02,1
5,13695,2,6,1,0,253,0,0.79,1
6,21054,1,0,1,1,155,0,0.61,0
9,25317,2,3,1,0,45,0,0.55,1
10,30910,3,6,0,1,265,1,0.03,1
9,30870,1,5,0,1,107,0,0.13,0
3,7752,4,0,0,1,213,1,0.73,1
8,19440,3,6,1,0,159,0,0.22,1
10,24920,2,2,1,0,79,1,0.86,1
10,36510,2,4,0,0,39,0,0.54,0
8,30408,1,1,1,1,23,0,0.41,1
5,11685,2,5,0,0,175,1,0.76,0
10,29400,2,3,0,1,65,1,0.4,0
4,11648,3,5,1,0,87,1,0.84,1
6,17388,0,0,1,1,208,0,0.34,0
3,10008,0,4,0,1,192,1,0.33,0
3,7056,3,5,0,1,363,1,0.42,0
7,18270,4,2,0,1,124,1,0.22,0
1,3243,0,5,0,1,230,1,0.89,0
7,19201,4,3,0,1,65,1,0.26,0
3,10665,4,5,1,1,215,1,0.46,1
2,6704,0,2,1,1,86,0,0.28,0
10,31880,1,6,0,0,298,1,0.63,0
6,20472,2,6,1,1,101,0,0.29,0
3,11859,0,2,0,1,226,1,0.8,0
10,20900,4,0,1,0,15,1,0.88,1
6,23310,2,2,0,0,300,1,0.94,0
2,6290,0,5,1,0,14,1,0.76,1
7,20237,4,1,0,1,213,1,0.75,1
10,26670,2,6,0,0,29,0,0.44,0
1,3690,2,3,1,1,58,0,0.13,0
4,10628,4,2,0,0,363,1,0.85,1
2,6256,2,6,0,1,116,1,0.44,0
7,20097,2,0,1,0,285,0,0.61,0
5,14755,3,0,1,0,290,1,0.68,1
9,30492,1,4,1,1,72,0,0.64,1
8,25296,4,2,0,1,362,1,0.34,1
2,7698,1,6,1,0,109,1,0.9,1
10,28190,3,2,0,0,311,1,0.81,1
9,23337,1,5,0,1,136,1,0.84,1
7,22960,2,6,1,0,344,1,0.41,0
2,6082,0,3,0,1,90,1,0.54,0
10,39970,4,2,1,0,290,0,0.56,1
1,2741,2,1,0,1,155,0,0.17,0
6,19146,3,3,0,0,24,1,0.16,0
8,24168,4,1,1,0,89,1,0.71,1
8,24776,0,6,1,1,275,0,0.86,1
10,33560,2,3,1,1,235,1,0.36,1
9,33471,3,2,0,0,274,0,0.8,1
1,3929,4,0,0,0,95,1,0.35,0
10,24790,1,4,0,1,93,0,0.54,0
10,27030,4,0,0,0,188,0,0.8,1
3,9132,1,4,1,0,188,1,0.08,0
9,18855,3,5,0,1,166,0,0.01,1
2,5176,3,5,0,0,152,1,0.31,0
3,9537,4,4,0,1,248,0,0.97,1
1,3669,0,4,1,0,216,1,0.56,0
8,29536,3,5,0,1,216,1,0.18,1
2,7202,3,5,1,0,136,0,0.44,1
8,29704,0,5,0,0,202,0,0.88,1
6,24000,1,5,1,0,89,1,0.1,0
4,9532,0,0,0,1,79,1,0.49,0
2,5686,4,2,1,1,283,1,0.25,1
6,19812,3,0,0,1,115,0,0.8,1
4,9432,1,0,0,0,201,1,0.42,0
2,5758,0,5,1,1,170,1,0.69,0
6,16884,2,3,0,0,48,0,0.57,0
8,22472,0,0,0,0,331,0,0.4,0
2,5854,4,0,1,0,134,0,0.27,1
5,11285,1,1,0,0,214,0,0.63,0
8,25128,3,1,0,1,209,1,0.62,1
3,7233,1,2,1,0,213,0,0.03,0
5,17765,1,5,0,0,147,1,0.01,0
6,20052,3,5,1,0,45,1,0.78,1
5,12235,0,5,0,1,158,1,0.85,0
7,23954,4,1,0,0,217,1,0.29,0
3,9426,3,0,1,0,293,1,0.66,1
4,9168,4,4,0,1,349,0,0.35,0
4,11788,4,2,1,1,231,0,0.11,1
10,31220,3,1,1,0,273,1,0.22,1
5,13390,3,6,0,0,124,1,0.35,0
4,9344,4,6,1,1,90,1,0.43,1
3,6075,3,3,1,1,224,0,0.32,1
2,6596,1,6,0,0,112,1,0.87,0
9,27513,3,1,1,0,167,0,0.95,1
1,3395,2,3,1,1,284,1,0.41,0
5,14350,3,6,1,0,275,1,0.1,1
1,3335,4,4,1,0,67,1,0.58,1
3,7959,3,3,1,0,136,0,0.39,1
2,7800,3,2,1,0,218,1,0.15,1
4,14308,2,5,0,1,148,1,0.03,0
7,23716,0,4,1,0,317,0,0.14,0
9,23571,4,6,1,1,116,1,0.36,1
1,3992,4,6,1,1,270,0,0.78,1
7,24633,1,1,1,1,138,1,1.0,1
10,23920,1,2,1,1,122,1,0.75,1
8,18216,0,1,0,1,147,0,0.97,1
6,14610,4,1,1,0,113,1,0.37,1
2,4090,0,5,1,0,56,0,0.62,0
3,7155,0,5,0,0,227,1,0.9,0
9,32571,3,3,1,1,101,0,0.88,1
8,16192,1,3,1,0,300,0,0.91,1
8,27600,3,6,0,0,325,0,0.23,1
2,6554,4,3,1,0,47,0,0.84,1
9,19773,4,6,1,1,133,1,0.31,1
2,4376,0,6,0,1,54,1,0.07,0
6,22218,3,3,1,0,235,0,0.85,1
5,12190,2,0,1,0,326,1,0.66,0
2,5672,3,0,0,0,316,1,0.82,1
1,3519,2,3,1,0,313,0,0.72,1
3,7344,2,3,0,1,301,0,0.54,0
6,21804,2,6,1,1,89,1,0.84,1
3,11886,2,5,0,1,38,0,0.18,0
6,23328,4,0,1,1,189,1,0.85,1
3,7854,2,3,1,1,47,0,0.71,1
8,30808,1,1,1,1,117,0,0.59,1
1,3729,4,5,1,0,320,1,0.28,1
3,6075,3,5,1,1,213,1,0.54,1
1,3611,4,5,0,0,351,1,0.08,0
6,16770,2,1,1,0,296,1,0.46,0
7,21098,3,2,0,0,143,0,0.09,0
1,2221,4,5,0,1,47,1,0.49,0
2,7026,0,3,1,1,83,0,0.62,0
8,31144,0,4,0,1,117,0,0.94,1
1,2004,1,4,0,0,339,1,0.88,0
2,5780,4,5,1,0,79,0,0.4,1
8,18696,2,3,1,1,241,0,0.88,1
9,18837,3,2,0,1,158,1,0.77,1
8,18832,3,1,0,1,310,0,0.18,1
2,7840,3,3,1,1,112,0,0.79,1
10,21020,2,5,0,1,304,0,0.76,1
8,24256,3,0,0,0,159,1,0.81,1
4,11612,1,0,1,1,15,0,0.05,0
6,19272,0,3,0,1,263,0,0.52,0
4,8284,4,1,1,0,297,1,0.89,1
6,21192,3,2,1,1,197,0,0.92,1
3,8466,2,4,1,0,102,0,0.65,0
9,24669,1,5,1,0,357,0,0.71,1
8,18136,4,0,1,1,205,0,0.66,1
7,27244,4,5,0,0,136,1,0.54,0
10,21080,2,0,0,0,307,0,0.35,0
7,21203,2,2,0,1,191,1,0.54,0
8,21072,4,1,1,0,105,0,0.92,1
9,29106,3,4,1,1,13,0,0.46,1
3,8388,4,0,0,1,66,0,0.3,0
9,19827,3,5,0,0,138,0,0.91,1
9,22662,2,5,0,1,172,0,0.93,1
3,6807,3,1,0,0,273,1,0.22,0
3,6780,3,6,1,0,76,0,0.88,1
2,6648,0,6,1,0,213,1,0.05,0
8,28840,4,0,1,1,284,0,0.37,1
8,29680,0,1,1,0,246,0,0.36,1
7,24430,4,4,0,0,272,1,0.03,0
1,2203,4,0,1,0,291,1,0.77,1
2,7928,1,4,0,1,241,0,0.29,0
5,13555,2,2,0,0,144,1,0.07,0
1,3039,3,6,1,1,349,1,0.92,1
9,18144,0,5,1,0,245,0,0.97,1
3,9387,4,1,0,1,288,0,0.59,0
8,16736,2,5,0,1,254,1,0.47,0
3,9861,2,1,1,0,217,0,0.8,1
6,22452,0,6,0,1,229,1,0.76,0
3,11040,4,3,1,1,161,1,0.67,1
5,10625,4,2,0,1,207,0,0.55,0
4,15548,0,1,1,1,151,0,0.22,0
4,14088,4,4,0,0,338,1,0.48,0
10,28550,2,3,0,0,20,1,0.18,0
2,4194,1,5,1,1,74,0,0.46,0
5,13350,1,0,0,0,156,0,0.85,0
3,6246,3,1,0,0,216,1,0.71,1
2,7692,4,5,1,1,333,0,0.65,1
3,7545,3,5,0,1,193,0,0.41,0
1,2744,4,5,0,0,203,0,0.07,0
5,12220,3,5,1,0,39,1,0.43,1
2,4120,3,2,0,1,288,1,0.29,0
8,31312,3,5,1,0,8,1,0.71,1
9,32193,1,5,0,1,101,1,0.63,0
8,24448,4,0,0,0,264,1,0.73,1
10,21230,3,6,1,1,188,1,0.92,1
2,7356,3,0,0,1,242,0,0.01,0
10,33350,4,4,1,0,274,0,0.24,1
3,7275,4,6,0,1,32,1,0.8,1
3,8196,3,0,0,1,77,1,0.83,1
1,3713,4,4,0,1,334,1,0.94,1
10,36140,4,4,0,0,224,0,0.19,1
8,22008,4,6,0,1,242,0,0.7,1
10,23860,1,6,0,1,90,0,0.02,0
1,3672,4,2,1,0,21,1,0.9,1
6,21018,4,0,0,0,89,1,0.21,0
5,12715,2,2,0,1,360,1,0.75,0
10,37830,4,6,0,0,27,0,0.32,1
6,23880,1,2,0,1,317,0,0.17,0
8,24088,1,1,1,0,143,0,0.34,1
6,20022,3,3,1,0,205,1,0.38,1
10,30330,1,4,1,1,65,0,0.99,1
6,13536,0,5,0,0,53,1,0.35,0
9,24759,0,0,0,1,77,1,0.0,0
3,7650,4,6,1,1,294,1,0.53,1
5,14340,2,2,0,1,108,1,0.91,0
7,18900,2,4,0,1,34,0,0.73,0
5,17745,0,1,1,1,239,0,0.97,1
4,11444,3,0,1,1,72,1,0.24,1
10,26900,0,5,1,1,91,0,0.06,1
10,39680,4,1,0,0,314,1,0.98,1
10,38760,0,5,0,1,89,1,0.04,0
9,25677,3,2,0,1,362,0,0.14,1
6,17898,1,3,1,1,269,0,0.14,0
4,11768,1,6,0,0,328,0,0.91,0
2,6388,3,0,1,0,314,0,0.2,1
7,20797,4,4,0,1,192,0,0.32,0
8,26016,1,6,1,1,362,0,0.1,1
7,22176,1,1,1,1,268,0,0.36,0
1,3113,0,2,1,1,120,0,0.94,1
8,19976,4,2,0,1,294,1,0.46,1
5,17615,4,1,1,0,58,0,1.0,1
5,10185,4,6,1,1,40,0,0.79,1
7,17682,2,0,0,0,163,1,0.37,0
2,7324,4,1,1,0,134,0,0.36,1
6,13050,1,5,0,1,289,0,0.72,0
3,8949,1,2,1,0,246,0,0.09,0
2,4478,3,5,1,1,125,1,0.45,1
1,3288,2,3,1,1,135,0,0.05,0
7,19817,1,3,1,0,32,1,0.6,0
2,4052,4,1,0,0,305,1,0.03,0
3,8292,3,6,1,1,170,0,0.64,1
7,23702,2,2,0,0,286,1,0.45,0
3,8877,2,2,1,1,302,0,0.11,0
1,3928,4,4,1,0,124,0,0.53,1
8,28256,4,4,1,1,127,0,0.82,1
4,10628,1,1,1,1,58,1,0.89,1
8,16864,1,3,1,0,271,1,0.27,1
8,18072,4,1,0,0,299,1,0.35,1
3,6831,4,6,0,0,243,0,0.23,0
7,20874,2,5,1,0,80,0,0.12,0
4,9276,0,1,1,0,61,0,0.03,0
6,19380,0,3,1,0,168,0,0.96,1
3,10344,2,2,1,0,265,1,0.82,1
10,23530,0,4,1,1,48,0,0.14,1
5,14140,2,1,1,1,345,1,0.47,0
10,36490,4,2,0,0,13,1,0.3,1
10,34060,1,2,0,0,72,1,0.57,0
1,3996,2,2,0,0,96,1,0.15,0
1,2328,4,0,1,1,297,1,0.95,1
8,16616,3,2,0,0,187,0,0.97,1
10,33380,3,3,0,0,44,0,0.39,1
6,12162,2,5,1,1,156,0,0.54,0
7,18319,2,4,1,1,91,1,0.64,0
9,20646,4,5,0,0,41,0,0.88,1
3,10056,1,3,1,0,81,0,0.48,0
2,7148,1,6,1,1,219,0,0.32,0
4,14716,0,3,0,0,16,0,0.68,0
8,31952,0,3,0,0,179,0,0.49,0
6,23628,2,1,0,1,319,0,0.52,0
5,11070,2,4,0,1,336,0,0.97,0
3,10401,2,4,1,1,265,0,0.26,0
9,32841,3,4,0,1,163,1,0.08,1
2,7884,1,0,0,0,205,1,0.76,0
6,18042,3,0,0,0,295,0,0.2,0
1,3029,0,4,1,1,187,0,0.77,1
2,6492,2,2,0,0,321,1,0.89,0
5,16275,4,4,0,1,187,0,0.51,0
8,26832,0,6,0,0,57,1,0.25,0
1,2362,3,6,1,0,237,0,0.79,1
1,2048,2,5,1,1,358,0,0.61,0
2,6186,3,3,1,0,98,0,0.08,1
4,15120,0,0,1,0,118,0,0.65,0
9,28593,1,6,1,0,262,0,0.57,1
10,25180,4,0,1,1,337,1,0.08,1
6,19254,0,6,1,0,270,0,0.0,0
1,3290,4,3,0,0,355,0,0.98,1
8,17616,1,0,1,1,123,0,0.55,1
10,23000,0,0,0,0,181,0,0.26,0
5,12900,3,0,1,0,282,0,0.8,1
6,16764,3,1,0,0,223,1,0.72,1
1,2063,2,3,0,1,2,1,0.53,0
8,22056,2,2,1,0,32,1,0.92,1
3,10953,2,0,0,1,295,0,0.13,0
4,9236,4,3,1,1,15,0,0.39,1
5,13150,4,0,0,0,55,0,0.75,1
1,3966,4,4,0,0,338,1,0.55,0
8,27392,0,3,0,0,202,0,0.66,0
1,2586,1,1,0,0,5,1,0.88,0
5,16380,2,4,0,0,154,1,0.48,0
2,7346,4,4,0,0,322,1,0.49,0
10,30530,1,5,1,1,208,0,0.24,1
7,17269,3,0,0,1,138,0,0.54,0
2,6140,3,4,0,1,139,0,0.01,0
10,24220,0,4,1,1,202,0,0.9,1
3,8019,1,0,0,1,31,0,0.46,0
7,16947,3,1,1,1,41,0,0.77,1
10,23470,2,4,1,0,139,1,0.36,1
5,10810,2,4,1,0,328,0,0.26,0
2,6852,4,0,1,0,94,1,0.22,1
7,15694,0,5,1,1,170,1,0.24,0
1,2074,3,0,1,0,39,1,0.37,1
3,6210,2,6,1,1,267,1,0.4,0
8,21128,3,1,0,0,152,0,0.34,1
5,16325,2,3,1,0,88,0,0.13,0
10,28920,2,2,0,1,20,1,0.11,0
1,3362,3,6,1,0,294,0,0.02,1
3,6834,0,0,0,0,223,1,0.63,0
10,36580,3,4,0,1,234,1,0.51,1
4,15188,0,4,0,0,171,0,0.34,0
5,12590,1,5,1,1,172,0,0.26,0
5,18655,1,5,0,1,335,1,0.5,0
10,29620,2,4,1,1,313,1,0.78,1
4,15580,3,5,0,0,249,0,0.96,1
2,5542,4,2,0,1,124,1,0.12,0
6,15456,0,2,1,1,271,1,0.39,0
5,17770,0,4,0,1,291,1,0.84,0
2,6172,0,6,1,0,196,1,0.99,1
6,20400,0,2,1,0,298,0,0.55,0
10,34070,1,0,0,1,356,0,0.44,0
8,29760,1,1,0,1,65,1,0.58,0
6,17298,0,2,1,1,89,0,0.91,1
2,5046,0,5,0,1,342,1,0.93,0
4,8484,1,4,0,0,337,1,0.62,0
9,18657,0,4,1,0,62,1,0.45,1
5,12100,2,1,0,1,319,0,0.88,0
7,22001,0,6,0,1,336,0,0.26,0
3,6678,3,6,0,0,92,0,0.01,0
8,17480,2,3,0,1,325,0,0.9,1
3,10938,0,2,0,1,47,1,0.19,0
5,12470,1,4,1,1,3,0,0.33,0
5,14830,3,1,0,1,294,0,0.9,1
3,9780,2,4,0,1,17,0,0.85,0
4,9012,1,6,1,0,363,1,0.61,0
10,27830,3,6,1,1,271,1,0.62,1
6,23286,0,1,0,0,100,1,0.57,0
9,24525,4,5,1,0,358,0,0.73,1
6,13362,1,0,0,1,164,0,0.23,0
6,22278,4,0,0,0,154,0,0.22,0
9,30789,3,3,1,1,193,0,0.76,1
2,5422,0,1,0,0,142,0,0.87,0
9,23490,4,1,1,0,347,0,0.13,1
1,2162,2,4,0,0,195,1,0.0,0
8,17392,3,6,1,1,106,1,0.26,1
7,23373,1,0,1,0,80,0,0.19,0
10,27970,0,6,1,1,347,1,0.85,1
4,15316,0,5,1,1,228,1,0.14,0
9,22509,0,4,0,0,139,1,0.91,1
3,11178,3,6,0,1,313,0,0.75,1
6,20526,3,6,0,1,61,1,0.52,0
10,28310,1,2,0,1,103,1,0.25,0
8,17896,3,4,0,0,47,1,0.4,1
3,6984,0,3,0,1,75,0,0.34,0
7,17220,2,6,0,0,209,1,0.24,0
8,16112,0,5,1,0,8,1,0.16,1
2,7974,0,1,0,0,134,1,0.28,0
3,10323,2,5,1,0,112,1,0.97,1
1,2966,3,2,0,1,236,1,0.28,0
10,36730,0,6,1,0,7,1,0.94,1
10,28580,4,0,1,1,217,1,0.35,1
9,27018,2,5,0,0,324,1,0.96,1
4,9624,2,4,1,1,274,1,0.35,0
7,26208,2,3,0,0,252,0,0.18,0
10,38580,2,0,1,0,106,0,0.27,1
6,18822,1,5,1,1,99,0,0.98,1
7,20328,0,1,1,0,232,0,0.92,1
1,3064,1,3,0,0,353,1,0.31,0
5,19515,0,2,0,0,151,0,0.09,0
9,20457,4,2,1,1,279,0,0.78,1
10,23800,2,1,0,1,34,0,0.39,0
3,9453,4,1,0,0,225,1,0.83,1
6,20094,0,6,0,0,351,0,0.28,0
2,6950,4,3,1,1,64,1,0.85,1
3,8202,3,1,0,0,2,1,0.76,1
9,25020,0,2,1,0,99,1,0.19,1
2,5928,0,2,0,0,79,1,0.75,0
4,14268,1,6,1,1,269,1,0.14,0
10,24830,2,0,0,0,169,1,0.16,0
5,16885,0,3,0,1,282,1,0.97,0
8,20976,1,3,0,0,277,0,0.96,1
4,10564,1,2,0,1,129,1,0.14,0
9,35460,4,3,0,0,173,0,0.45,1
8,26232,0,4,1,0,221,0,0.06,1
5,12920,4,3,1,0,302,1,0.19,1
4,15044,1,2,1,1,160,0,0.59,0
2,5970,2,3,0,1,120,1,0.35,0
10,39480,1,5,0,1,199,1,0.49,0
5,16275,4,2,1,1,45,1,0.21,1
